          master-2300  [000] d.h.  1400.515315: __calc_delta: Trace Old Total Tick: 51, delta_exec: 11999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 5999994
           under-2306  [000] d.h.  1403.367299: __calc_delta: Trace Old Total Tick: 19, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 11999994
           under-2306  [000] d.h.  1403.367300: __calc_delta: Trace Old Total Tick: 34, delta_exec: 11999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 5999994
           under-2306  [000] d.h.  1403.367300: __calc_delta: Trace Old Total Tick: 34, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 0, Calculated Value: 11999994
           under-2306  [000] d.h.  1403.371299: __calc_delta: Trace Old Total Tick: 17, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 11999994
           under-2306  [000] d.h.  1403.371300: __calc_delta: Trace Old Total Tick: 20, delta_exec: 11999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 5999994
           under-2306  [000] dNh.  1403.371300: __calc_delta: Trace Old Total Tick: 34, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 0, Calculated Value: 11999994
             phd-2301  [000] d.h.  1403.375299: __calc_delta: Trace Old Total Tick: 19, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 11999994
             phd-2301  [000] d.h.  1403.375300: __calc_delta: Trace Old Total Tick: 82, delta_exec: 11999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 5999994
             phd-2301  [000] d.h.  1403.375300: __calc_delta: Trace Old Total Tick: 33, delta_exec: 5999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 2999995
             phd-2301  [000] dNh.  1403.375301: __calc_delta: Trace Old Total Tick: 34, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 0, Calculated Value: 11999994
             phd-2301  [000] dNh.  1403.375301: __calc_delta: Trace Old Total Tick: 18, delta_exec: 11999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 5999994
             phd-2301  [000] dNh.  1403.375302: __calc_delta: Trace Old Total Tick: 30, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 0, Calculated Value: 11999994
          master-2299  [000] d.h.  1403.379299: __calc_delta: Trace Old Total Tick: 18, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 11999994
          master-2299  [000] d.h.  1403.379300: __calc_delta: Trace Old Total Tick: 54, delta_exec: 11999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 5999994
          master-2299  [000] d.h.  1403.379300: __calc_delta: Trace Old Total Tick: 18, delta_exec: 5999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 2999995
          master-2299  [000] dNh.  1403.379301: __calc_delta: Trace Old Total Tick: 35, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 0, Calculated Value: 11999994
          master-2299  [000] dNh.  1403.379301: __calc_delta: Trace Old Total Tick: 20, delta_exec: 11999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 5999994
          master-2299  [000] dNh.  1403.379302: __calc_delta: Trace Old Total Tick: 34, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 0, Calculated Value: 11999994
           under-2305  [000] d.h.  1403.383299: __calc_delta: Trace Old Total Tick: 20, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 11999994
           under-2305  [000] d.h.  1403.383300: __calc_delta: Trace Old Total Tick: 30, delta_exec: 11999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 5999994
           under-2305  [000] d.h.  1403.383300: __calc_delta: Trace Old Total Tick: 34, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 0, Calculated Value: 11999994
           under-2305  [000] d.h.  1403.387299: __calc_delta: Trace Old Total Tick: 20, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 11999994
           under-2305  [000] d.h.  1403.387300: __calc_delta: Trace Old Total Tick: 18, delta_exec: 11999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 5999994
           under-2305  [000] dNh.  1403.387300: __calc_delta: Trace Old Total Tick: 32, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 0, Calculated Value: 11999994
             phd-2302  [000] d.h.  1403.391299: __calc_delta: Trace Old Total Tick: 18, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 11999994
             phd-2302  [000] d.h.  1403.391300: __calc_delta: Trace Old Total Tick: 76, delta_exec: 11999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 5999994
             phd-2302  [000] d.h.  1403.391300: __calc_delta: Trace Old Total Tick: 24, delta_exec: 5999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 2999995
             phd-2302  [000] dNh.  1403.391301: __calc_delta: Trace Old Total Tick: 34, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 0, Calculated Value: 11999994
             phd-2302  [000] dNh.  1403.391301: __calc_delta: Trace Old Total Tick: 18, delta_exec: 11999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 5999994
             phd-2302  [000] dNh.  1403.391302: __calc_delta: Trace Old Total Tick: 32, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 0, Calculated Value: 11999994
          master-2300  [000] d.h.  1403.395299: __calc_delta: Trace Old Total Tick: 20, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 11999994
          master-2300  [000] d.h.  1403.395300: __calc_delta: Trace Old Total Tick: 33, delta_exec: 11999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 5999994
          master-2300  [000] d.h.  1403.395300: __calc_delta: Trace Old Total Tick: 18, delta_exec: 5999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 2999995
          master-2300  [000] dNh.  1403.395301: __calc_delta: Trace Old Total Tick: 34, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 0, Calculated Value: 11999994
          master-2300  [000] dNh.  1403.395301: __calc_delta: Trace Old Total Tick: 17, delta_exec: 11999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 5999994
          master-2300  [000] dNh.  1403.395302: __calc_delta: Trace Old Total Tick: 34, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 0, Calculated Value: 11999994
           under-2306  [000] d.h.  1403.399299: __calc_delta: Trace Old Total Tick: 20, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 11999994
           under-2306  [000] d.h.  1403.399300: __calc_delta: Trace Old Total Tick: 35, delta_exec: 11999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 5999994
           under-2306  [000] d.h.  1403.399300: __calc_delta: Trace Old Total Tick: 32, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 0, Calculated Value: 11999994
           under-2306  [000] d.h.  1403.403299: __calc_delta: Trace Old Total Tick: 20, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 11999994
           under-2306  [000] d.h.  1403.403300: __calc_delta: Trace Old Total Tick: 18, delta_exec: 11999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 5999994
           under-2306  [000] dNh.  1403.403300: __calc_delta: Trace Old Total Tick: 32, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 0, Calculated Value: 11999994
             phd-2301  [000] d.h.  1403.407299: __calc_delta: Trace Old Total Tick: 19, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 11999994
             phd-2301  [000] d.h.  1403.407300: __calc_delta: Trace Old Total Tick: 82, delta_exec: 11999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 5999994
             phd-2301  [000] d.h.  1403.407300: __calc_delta: Trace Old Total Tick: 29, delta_exec: 5999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 2999995
             phd-2301  [000] dNh.  1403.407301: __calc_delta: Trace Old Total Tick: 34, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 0, Calculated Value: 11999994
             phd-2301  [000] dNh.  1403.407301: __calc_delta: Trace Old Total Tick: 18, delta_exec: 11999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 5999994
             phd-2301  [000] dNh.  1403.407302: __calc_delta: Trace Old Total Tick: 32, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 0, Calculated Value: 11999994
          master-2299  [000] d.h.  1403.411299: __calc_delta: Trace Old Total Tick: 19, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 11999994
          master-2299  [000] d.h.  1403.411300: __calc_delta: Trace Old Total Tick: 58, delta_exec: 11999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 5999994
          master-2299  [000] d.h.  1403.411300: __calc_delta: Trace Old Total Tick: 19, delta_exec: 5999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 2999995
          master-2299  [000] dNh.  1403.411301: __calc_delta: Trace Old Total Tick: 34, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 0, Calculated Value: 11999994
          master-2299  [000] dNh.  1403.411301: __calc_delta: Trace Old Total Tick: 20, delta_exec: 11999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 5999994
          master-2299  [000] dNh.  1403.411302: __calc_delta: Trace Old Total Tick: 34, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 0, Calculated Value: 11999994
           under-2305  [000] d.h.  1403.415299: __calc_delta: Trace Old Total Tick: 18, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 11999994
           under-2305  [000] d.h.  1403.415300: __calc_delta: Trace Old Total Tick: 29, delta_exec: 11999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 5999994
           under-2305  [000] d.h.  1403.415300: __calc_delta: Trace Old Total Tick: 33, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 0, Calculated Value: 11999994
           under-2305  [000] d.h.  1403.419299: __calc_delta: Trace Old Total Tick: 18, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 11999994
           under-2305  [000] d.h.  1403.419299: __calc_delta: Trace Old Total Tick: 20, delta_exec: 11999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 5999994
           under-2305  [000] dNh.  1403.419300: __calc_delta: Trace Old Total Tick: 32, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 0, Calculated Value: 11999994
             phd-2302  [000] d.h.  1403.423299: __calc_delta: Trace Old Total Tick: 21, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 11999994
             phd-2302  [000] d.h.  1403.423300: __calc_delta: Trace Old Total Tick: 72, delta_exec: 11999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 5999994
             phd-2302  [000] d.h.  1403.423300: __calc_delta: Trace Old Total Tick: 26, delta_exec: 5999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 2999995
             phd-2302  [000] dNh.  1403.423301: __calc_delta: Trace Old Total Tick: 33, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 0, Calculated Value: 11999994
             phd-2302  [000] dNh.  1403.423301: __calc_delta: Trace Old Total Tick: 20, delta_exec: 11999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 5999994
             phd-2302  [000] dNh.  1403.423302: __calc_delta: Trace Old Total Tick: 36, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 0, Calculated Value: 11999994
          master-2300  [000] d.h.  1403.427299: __calc_delta: Trace Old Total Tick: 20, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 11999994
          master-2300  [000] d.h.  1403.427300: __calc_delta: Trace Old Total Tick: 29, delta_exec: 11999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 5999994
          master-2300  [000] d.h.  1403.427300: __calc_delta: Trace Old Total Tick: 18, delta_exec: 5999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 2999995
          master-2300  [000] dNh.  1403.427301: __calc_delta: Trace Old Total Tick: 32, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 0, Calculated Value: 11999994
          master-2300  [000] dNh.  1403.427301: __calc_delta: Trace Old Total Tick: 18, delta_exec: 11999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 5999994
          master-2300  [000] dNh.  1403.427302: __calc_delta: Trace Old Total Tick: 32, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 0, Calculated Value: 11999994
           under-2306  [000] d.h.  1403.431299: __calc_delta: Trace Old Total Tick: 18, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 11999994
           under-2306  [000] d.h.  1403.431300: __calc_delta: Trace Old Total Tick: 36, delta_exec: 11999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 5999994
           under-2306  [000] d.h.  1403.431300: __calc_delta: Trace Old Total Tick: 34, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 0, Calculated Value: 11999994
           under-2306  [000] d.h.  1403.435299: __calc_delta: Trace Old Total Tick: 18, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 11999994
           under-2306  [000] d.h.  1403.435299: __calc_delta: Trace Old Total Tick: 17, delta_exec: 11999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 5999994
           under-2306  [000] dNh.  1403.435300: __calc_delta: Trace Old Total Tick: 31, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 0, Calculated Value: 11999994
             phd-2301  [000] d.h.  1403.439299: __calc_delta: Trace Old Total Tick: 18, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 11999994
             phd-2301  [000] d.h.  1403.439300: __calc_delta: Trace Old Total Tick: 81, delta_exec: 11999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 5999994
             phd-2301  [000] d.h.  1403.439300: __calc_delta: Trace Old Total Tick: 30, delta_exec: 5999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 2999995
             phd-2301  [000] dNh.  1403.439301: __calc_delta: Trace Old Total Tick: 35, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 0, Calculated Value: 11999994
             phd-2301  [000] dNh.  1403.439301: __calc_delta: Trace Old Total Tick: 18, delta_exec: 11999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 5999994
